"Tracking Code","Type","Category","Geo","Channel","Tier","Season (v8) (evar8)","Order Type (v43) (evar43)","Revenue"
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","","",403.50
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","ho2017","futures",69710.50
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soapfweq","ao","fb","na","cs","n","su2017","at once",36.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","","",18179.25
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","","at once",4074.10
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","fa2017","at once",5295.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","ho2016","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","ho2017","futures",243567.25
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","su2017","at once",22221.55
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","su2018","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soepr25gear","ao","fb","na","cs","n","su2018","futures",15642.00
"cam_hp_ao_fb_na_sp2017_cs_n_soeq","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soeq","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_sofw","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_sofw","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_sofw","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","","",1886.50
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","","at once",7298.50
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","","futures",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","fa2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","fa2016","at once",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","fa2017","at once",8100.50
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","fa2017,su2017","at once",25715.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","ho2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","ho2016","at once",135.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","ho2017","futures",20296.25
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","sp2017","at once",360.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","sp2018","at once",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","sp2018","futures",3365.50
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","su2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soap","ao","fb","na","cs","n","su2017","at once",119295.90
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","","at once",3727.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","","futures",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","fa2017","at once",598.50
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","ho2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","ho2017","futures",1260.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","sp2018","futures",52328.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soapfweq","ao","fb","na","cs","n","su2017","at once",18199.70
"cam_hp_ao_fb_na_su2017_cs_n_soeprfw35","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_soeprfw35","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","","",18492.75
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","","at once",54400.50
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","","futures",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","fa2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","fa2017","at once",21922.25
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","ho2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","ho2016","at once",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","ho2017","at once",82.50
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","ho2017","futures",143793.50
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","sp2017","at once",1879.50
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","sp2017,su2017","at once",427.50
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","sp2018","at once",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","sp2018","futures",63557.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","su2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_sofw","ao","fb","na","cs","n","su2017","at once",116158.25
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","","at once",89103.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","","futures",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","fa2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","fa2016","at once",3150.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","fa2017","at once",19090.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","fa2017","futures",4529.25
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","fa2017,su2017","at once",930.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","ho2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","ho2017","futures",420.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","sp2017","at once",312.40
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","sp2018","futures",1186270.30
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","su2016","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","su2017","at once",329528.85
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","su2017","futures",0.00
"cam_hp_ao_fb_na_su2017_cs_n_su17soepr35","ao","fb","na","cs","n","su2017,fa2017","at once",3152.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","","at once",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","","futures",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","fa2017","at once",38317.34
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","fa2017,su2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","fa2017,su2017","at once",893.01
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","sp2018","futures",26150.48
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julseplic","ao","fb","we","cs","t","su2017","at once",194.88
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","","at once",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","","futures",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","fa2017","at once",131559.68
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","fa2017,su2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","fa2017,su2017","at once",39.07
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","fa2017,su2017","futures",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","ho2016","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","sp2018","futures",44404.15
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","su2017","at once",3694.97
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","su2017,fa2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","su2017,fa2017","at once",5338.04
"cam_hp_ao_fb_we_fa2017_cs_t_julsepnft","ao","fb","we","cs","t","su2017,fa2017,sp2017","at once",597.29
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","","at once",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","fa2017","at once",12880.17
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","sp2018","futures",50822.51
"cam_hp_ao_fb_we_fa2017_cs_t_julsepya","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","","",0.00
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","","at once",0.00
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","","futures",0.00
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","fa2017","",0.00
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","fa2017","at once",1933.02
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","sp2018","",0.00
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","sp2018","futures",3770.21
"cam_hp_ao_fb_we_fa2017_gf_r_julsepnft","ao","fb","we","gf","r","su2017","",0.00
"cam_hp_ao_fb_we_ho2015_sg_r_ftbequipment","ao","fb","we","sg","r","","",0.00
"cam_hp_ao_fb_we_ho2015_sg_r_ftbequipment","ao","fb","we","sg","r","su2017","",0.00
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","","",568.53
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","","at once",2920.68
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","fa2017","",0.00
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","fa2017","at once",48.60
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","ho2017","",0.00
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","ho2017","futures",5017.14
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","sp2017","",0.00
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","sp2017","at once",101.42
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","sp2018","",0.00
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","su2017","",0.00
"cam_hp_ao_fb_we_ho2016_cs_n_wk50tsmatch","ao","fb","we","cs","n","su2017","at once",7843.81
"cam_hp_ao_fb_we_ho2016_cs_t_bkfri","ao","fb","we","cs","t","","",0.00
"cam_hp_ao_fb_we_ho2016_cs_t_bkfri","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_ho2016_cs_t_bkfri","ao","fb","we","cs","t","sp2017","at once",38.08
"cam_hp_ao_fb_we_ho2016_cs_t_bkfri","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_ho2016_cs_t_bkfri","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_ho2016_cs_t_bkfri","ao","fb","we","cs","t","su2017","at once",67.31
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","","",1107.23
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","","at once",1733.25
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","","futures",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","fa2016","",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","fa2016","at once",217.96
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","fa2017","",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","fa2017","at once",803.25
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","ho2017","",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","ho2017","futures",898.75
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","sp2017","",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","sp2018","",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","sp2018","futures",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","su2017","",0.00
"cam_hp_ao_fb_we_ho2016_xch_n_wk48ts","ao","fb","we","xch","n","su2017","at once",4733.21
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","","",4862.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","","at once",1886.25
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","","futures",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","fa2016","",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","fa2017","",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","fa2017","at once",49.31
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","ho2016","",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","ho2017","",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","ho2017","at once",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","sp2017","",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","sp2018","",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","sp2018","futures",14834.75
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","su2017","",0.00
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","su2017","at once",20989.49
"cam_hp_ao_fb_we_mul_noch_n_teamlaserpr","ao","fb","we","noch","n","su2018","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","fa2017","at once",37.38
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarclub","ao","fb","we","cs","t","su2017","at once",512.79
"cam_hp_ao_fb_we_sp2017_cs_t_janmarmn","ao","fb","we","cs","t","","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarmn","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarmn","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarmn","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarmn","ao","fb","we","cs","t","su2017","at once",488.29
"cam_hp_ao_fb_we_sp2017_cs_t_janmarya","ao","fb","we","cs","t","","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarya","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarya","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarya","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarya","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_janmarya","ao","fb","we","cs","t","su2017","at once",120.51
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","","",665.19
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","","at once",5747.47
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","ho2017","futures",16013.69
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","sp2017","at once",51.90
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05appftw","ao","fb","we","cs","t","su2017","at once",3506.33
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","","",207.56
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","fa2017","at once",176.26
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","ho2017","futures",1188.16
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","sp2017","at once",45.01
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","sp2018","futures",58781.07
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05eqp","ao","fb","we","cs","t","su2017","at once",13464.11
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","","",147.55
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","fa2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","fa2017","at once",37.15
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","sp2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","sp2018","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_cs_t_wk05ya","ao","fb","we","cs","t","su2017","at once",277.50
"cam_hp_ao_fb_we_sp2017_sg_d_wk05appftw","ao","fb","we","sg","d","","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05appftw","ao","fb","we","sg","d","fa2017","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05appftw","ao","fb","we","sg","d","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05appftw","ao","fb","we","sg","d","ho2017","futures",5975.03
"cam_hp_ao_fb_we_sp2017_sg_d_wk05appftw","ao","fb","we","sg","d","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05appftw","ao","fb","we","sg","d","su2017","at once",1569.04
"cam_hp_ao_fb_we_sp2017_sg_d_wk05eqp","ao","fb","we","sg","d","","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05eqp","ao","fb","we","sg","d","ho2017","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05eqp","ao","fb","we","sg","d","sp2017","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05eqp","ao","fb","we","sg","d","su2017","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05ya","ao","fb","we","sg","d","","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05ya","ao","fb","we","sg","d","sp2018","",0.00
"cam_hp_ao_fb_we_sp2017_sg_d_wk05ya","ao","fb","we","sg","d","sp2018","futures",9082.02
"cam_hp_ao_fb_we_sp2017_sg_d_wk05ya","ao","fb","we","sg","d","su2017","",0.00
