Tracking Code,Type,Category,Geo,Channel,Tier,Season (v8) (evar8),Order Type (v43) (evar43),Revenue,Territory,Campaign_Season,unique_id
comms_email_futures_xcat_UKI_sp2018_xch_all_introLS,futures,xcat,WE,xch,all,su2017,at once,60.1,UKI,sp2018,introLS
comms_email_futures_xcat_UKI_sp2018_xch_all_introLS,futures,xcat,WE,xch,all,sp2018,futures,6297.99,UKI,sp2018,introLS
comms_email_futures_xcat_UKI_sp2018_xch_all_introLS,futures,xcat,WE,xch,all,su2017,at once,967.13,UKI,sp2018,introLS
comms_email_futures_xcat_UKI_sp2018_xch_all_introSO,futures,xcat,WE,xch,all,sp2018,futures,7764.58,UKI,sp2018,introSO
comms_email_futures_xcat_UKI_sp2018_xch_all_introSO,futures,xcat,WE,xch,all,su2017,at once,6851.64,UKI,sp2018,introSO
comms_email_futures_xcat_UKI_sp2018_xch_all_seasprev,futures,xcat,WE,xch,all,su2017,at once,1420.69,UKI,sp2018,seasprev
comms_email_futures_xcat_UKI_sp2018_xch_all_seasprev,futures,xcat,WE,xch,all,,at once,1946.72,UKI,sp2018,seasprev
comms_email_futures_xcat_UKI_sp2018_xch_all_seasprev,futures,xcat,WE,xch,all,fa2017,at once,341.94,UKI,sp2018,seasprev
comms_email_futures_xcat_UKI_sp2018_xch_all_seasprev,futures,xcat,WE,xch,all,sp2018,futures,13301.48,UKI,sp2018,seasprev
comms_email_futures_xcat_UKI_sp2018_xch_all_seasprev,futures,xcat,WE,xch,all,su2017,at once,9721.34,UKI,sp2018,seasprev
comms_email_futures_xcat_UKI_sp2018_xch_all_welcome,futures,xcat,WE,xch,all,,at once,353.57,UKI,sp2018,welcome
comms_email_futures_xcat_UKI_sp2018_xch_all_welcome,futures,xcat,WE,xch,all,sp2018,futures,548.21,UKI,sp2018,welcome
comms_email_futures_xcat_UKI_sp2018_xch_all_welcome,futures,xcat,WE,xch,all,su2017,at once,75.26,UKI,sp2018,welcome
comms_email_futures_xcat_UKI_sp2018_xch_all_welcome,futures,xcat,WE,xch,all,,at once,1141.12,UKI,sp2018,welcome
comms_email_futures_xcat_UKI_sp2018_xch_all_welcome,futures,xcat,WE,xch,all,fa2017,at once,1375.86,UKI,sp2018,welcome
comms_email_futures_xcat_UKI_sp2018_xch_all_welcome,futures,xcat,WE,xch,all,sp2018,futures,13180.56,UKI,sp2018,welcome
comms_email_futures_xcat_UKI_sp2018_xch_all_welcome,futures,xcat,WE,xch,all,su2017,at once,5160.1,UKI,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_seasprev,futures,xcat,NA,xch,all,su2017,at once,2006.5,US,sp2018,seasprev
comms_email_futures_xcat_US_sp2018_xch_all_seasprev,futures,xcat,NA,xch,all,,at once,14852.2,US,sp2018,seasprev
comms_email_futures_xcat_US_sp2018_xch_all_seasprev,futures,xcat,NA,xch,all,fa2017,at once,4072.5,US,sp2018,seasprev
comms_email_futures_xcat_US_sp2018_xch_all_seasprev,futures,xcat,NA,xch,all,sp2018,futures,23319.85,US,sp2018,seasprev
comms_email_futures_xcat_US_sp2018_xch_all_seasprev,futures,xcat,NA,xch,all,su2017,at once,9267.4,US,sp2018,seasprev
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,,at once,670.45,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,fa2017,at once,106.75,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,sp2018,futures,7202.7,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,su2017,at once,8493.9,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,,at once,790,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,fa2017,at once,612.4,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,ho2017,futures,5790,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,sp2018,futures,285609.55,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcome,futures,xcat,NA,xch,all,su2017,at once,25178.75,US,sp2018,welcome
comms_email_futures_xcat_US_sp2018_xch_all_welcomeLS,futures,xcat,NA,xch,all,,at once,2312.5,US,sp2018,welcomeLS
comms_email_futures_xcat_US_sp2018_xch_all_welcomeSO,futures,xcat,NA,xch,all,sp2018,futures,21837.5,US,sp2018,welcomeSO
comms_email_futures_xcat_US_sp2018_xch_all_welcomeSO,futures,xcat,NA,xch,all,su2017,at once,2208.85,US,sp2018,welcomeSO
comms_email_futures_xcat_US_sp2018_xch_all_welcomeSO,futures,xcat,NA,xch,all,,at once,288,US,sp2018,welcomeSO
comms_email_futures_xcat_US_sp2018_xch_all_welcomeSO,futures,xcat,NA,xch,all,sp2018,futures,39552.96,US,sp2018,welcomeSO
comms_email_futures_xcat_US_sp2018_xch_all_welcomeSO,futures,xcat,NA,xch,all,su2017,at once,735.9,US,sp2018,welcomeSO
comms_email_futures_xcat_ZA_sp2018_xch_all_deadline,futures,xcat,EM,xch,all,sp2018,futures,15697.69,ZA,sp2018,deadline
comms_email_futures_xcat_ZA_sp2018_xch_all_seasprev,futures,xcat,EM,xch,all,,at once,3312.44,ZA,sp2018,seasprev
comms_email_futures_xcat_ZA_sp2018_xch_all_seasprev,futures,xcat,EM,xch,all,sp2018,futures,289584.75,ZA,sp2018,seasprev
comms_email_futures_xcat_ZA_sp2018_xch_all_seasprev,futures,xcat,EM,xch,all,su2017,at once,505.12,ZA,sp2018,seasprev
comms_email_futures_xcat_ZA_sp2018_xch_all_welcomeLS,futures,xcat,EM,xch,all,sp2018,futures,168480.48,ZA,sp2018,welcomeLS
